load_bytes	store_bytes	fetch_bytes	uop_bytes	accum_bytes	ofm_dim	ifm_dim	kernel_dim	stride	pad
102912	75264	1168	36	301056	(28, 28, 96)	(28, 28, 96)	(3, 3)	(1, 1)	(1, 1)
3770368	200704	11376	36	802816	(14, 14, 1024)	(14, 14, 1024)	(3, 3)	(1, 1)	(1, 1)
360256	6144	2400	16	75264	(4, 4, 384)	(7, 7, 384)	(2, 2)	(2, 2)	(0, 0)
2409472	25088	5728	36	100352	(7, 7, 512)	(7, 7, 512)	(3, 3)	(1, 1)	(1, 1)
265920	9248	464	36	156800	(17, 17, 32)	(35, 35, 32)	(3, 3)	(2, 2)	(0, 0)
991232	12544	1936	36	200704	(7, 7, 256)	(14, 14, 256)	(3, 3)	(2, 2)	(0, 0)
272448	7840	1872	36	125440	(7, 7, 160)	(14, 14, 160)	(3, 3)	(2, 2)	(0, 0)
140160	18816	1152	36	75264	(14, 14, 96)	(14, 14, 96)	(3, 3)	(1, 1)	(1, 1)
613296	346112	3952	36	1988608	(104, 104, 32)	(208, 208, 32)	(3, 3)	(2, 2)	(0, 0)
889104	4096	6240	16	65536	(2, 2, 1024)	(4, 4, 1024)	(2, 2)	(2, 2)	(0, 0)
137376	25088	880	16	373248	(14, 14, 128)	(27, 27, 128)	(2, 2)	(2, 2)	(0, 0)
2679552	129792	8560	36	519168	(13, 13, 768)	(13, 13, 768)	(3, 3)	(1, 1)	(1, 1)
917504	802816	26736	36	1130496	(56, 56, 256)	(56, 56, 256)	(3, 3)	(1, 1)	(1, 1)
175104	50176	816	36	200704	(28, 28, 64)	(28, 28, 64)	(3, 3)	(1, 1)	(1, 1)
1228800	7168	2800	16	114688	(4, 4, 448)	(8, 8, 448)	(2, 2)	(2, 2)	(0, 0)
1229824	8192	976	16	100352	(4, 4, 512)	(7, 7, 512)	(2, 2)	(2, 2)	(0, 0)
2064384	100352	6832	16	1605632	(28, 28, 128)	(56, 56, 128)	(2, 2)	(2, 2)	(0, 0)
509184	37632	14896	36	892416	(28, 28, 48)	(56, 56, 48)	(3, 3)	(2, 2)	(0, 0)
1250304	150528	2208	36	602112	(28, 28, 192)	(28, 28, 192)	(3, 3)	(1, 1)	(1, 1)
119296	21632	1504	36	86528	(13, 13, 128)	(13, 13, 128)	(3, 3)	(1, 1)	(1, 1)
476480	15680	3616	36	62720	(7, 7, 320)	(7, 7, 320)	(3, 3)	(1, 1)	(1, 1)
587136	37632	2128	16	559872	(14, 14, 192)	(27, 27, 192)	(2, 2)	(2, 2)	(0, 0)
223488	34992	640	36	139968	(27, 27, 48)	(27, 27, 48)	(3, 3)	(1, 1)	(1, 1)
7530384	3648	10128	36	58368	(2, 2, 912)	(4, 4, 912)	(3, 3)	(2, 2)	(0, 0)
4098160	9216	11376	36	200704	(3, 3, 1024)	(7, 7, 1024)	(3, 3)	(2, 2)	(0, 0)
56576	50176	9968	36	594944	(56, 56, 16)	(56, 56, 16)	(3, 3)	(1, 1)	(1, 1)
608448	20480	3616	36	81920	(8, 8, 320)	(8, 8, 320)	(3, 3)	(1, 1)	(1, 1)
6029952	100352	5744	36	1605632	(14, 14, 512)	(28, 28, 512)	(3, 3)	(2, 2)	(0, 0)
1048576	7168	400	36	114688	(4, 4, 448)	(8, 8, 448)	(3, 3)	(2, 2)	(0, 0)
362496	12544	2928	36	200704	(7, 7, 256)	(14, 14, 256)	(3, 3)	(2, 2)	(0, 0)
99136	50176	592	36	200704	(28, 28, 64)	(28, 28, 64)	(3, 3)	(1, 1)	(1, 1)
114688	200704	6768	36	282624	(56, 56, 64)	(56, 56, 64)	(3, 3)	(1, 1)	(1, 1)
200544	7776	672	16	110976	(9, 9, 96)	(17, 17, 96)	(2, 2)	(2, 2)	(0, 0)
299520	7056	960	16	112896	(7, 7, 144)	(14, 14, 144)	(2, 2)	(2, 2)	(0, 0)
545792	50176	10864	16	802816	(28, 28, 64)	(56, 56, 64)	(2, 2)	(2, 2)	(0, 0)
137216	12544	816	36	200704	(14, 14, 64)	(28, 28, 64)	(3, 3)	(2, 2)	(0, 0)
1148928	16384	592	16	200704	(4, 4, 1024)	(7, 7, 1024)	(2, 2)	(2, 2)	(0, 0)
220800	19600	4512	36	313600	(7, 7, 400)	(14, 14, 400)	(3, 3)	(2, 2)	(0, 0)
91056	9408	1248	16	129792	(7, 7, 192)	(13, 13, 192)	(2, 2)	(2, 2)	(0, 0)
6029952	100352	3184	16	1605632	(14, 14, 512)	(28, 28, 512)	(2, 2)	(2, 2)	(0, 0)
444960	20736	496	16	313600	(18, 18, 64)	(35, 35, 64)	(2, 2)	(2, 2)	(0, 0)
1518400	19600	1408	36	78400	(7, 7, 400)	(7, 7, 400)	(3, 3)	(1, 1)	(1, 1)
104448	25088	9968	36	594944	(28, 28, 32)	(56, 56, 32)	(3, 3)	(2, 2)	(0, 0)
369408	3072	784	16	37632	(4, 4, 192)	(7, 7, 192)	(2, 2)	(2, 2)	(0, 0)
380928	10192	976	36	163072	(7, 7, 208)	(14, 14, 208)	(3, 3)	(2, 2)	(0, 0)
361632	109520	17872	16	1705280	(37, 37, 80)	(73, 73, 80)	(2, 2)	(2, 2)	(0, 0)
2459648	8192	1744	16	100352	(4, 4, 512)	(7, 7, 512)	(2, 2)	(2, 2)	(0, 0)
238656	25088	1520	36	100352	(14, 14, 128)	(14, 14, 128)	(3, 3)	(1, 1)	(1, 1)
147264	1152	1504	36	25088	(3, 3, 128)	(7, 7, 128)	(3, 3)	(2, 2)	(0, 0)
556032	25088	1520	36	401408	(14, 14, 128)	(28, 28, 128)	(3, 3)	(2, 2)	(0, 0)
613296	1384448	7792	36	1880064	(208, 208, 32)	(208, 208, 32)	(3, 3)	(1, 1)	(1, 1)
1250304	37632	1248	16	602112	(14, 14, 192)	(28, 28, 192)	(2, 2)	(2, 2)	(0, 0)
591360	55488	1168	36	221952	(17, 17, 192)	(17, 17, 192)	(3, 3)	(1, 1)	(1, 1)
1482624	50176	2928	36	802816	(14, 14, 256)	(28, 28, 256)	(3, 3)	(2, 2)	(0, 0)
573440	3072	2224	36	49152	(4, 4, 192)	(8, 8, 192)	(3, 3)	(2, 2)	(0, 0)
1931776	25088	3184	16	401408	(7, 7, 512)	(14, 14, 512)	(2, 2)	(2, 2)	(0, 0)
7533568	200704	11376	36	802816	(14, 14, 1024)	(14, 14, 1024)	(3, 3)	(1, 1)	(1, 1)
525456	576	960	16	9216	(2, 2, 144)	(4, 4, 144)	(2, 2)	(2, 2)	(0, 0)
175104	12544	816	36	200704	(14, 14, 64)	(28, 28, 64)	(3, 3)	(2, 2)	(0, 0)
2064384	200704	10336	16	1114112	(28, 28, 256)	(56, 56, 256)	(2, 2)	(2, 2)	(0, 0)
373824	12544	1648	16	200704	(7, 7, 256)	(14, 14, 256)	(2, 2)	(2, 2)	(0, 0)
3132416	6144	4336	36	98304	(4, 4, 384)	(8, 8, 384)	(3, 3)	(2, 2)	(0, 0)
304128	9216	2928	36	173056	(6, 6, 256)	(13, 13, 256)	(3, 3)	(2, 2)	(0, 0)
883584	28224	2416	16	451584	(14, 14, 144)	(28, 28, 144)	(2, 2)	(2, 2)	(0, 0)
421920	15552	400	16	235200	(18, 18, 48)	(35, 35, 48)	(2, 2)	(2, 2)	(0, 0)
43136	6272	304	36	100352	(7, 7, 128)	(14, 14, 128)	(3, 3)	(2, 2)	(0, 0)
1249280	8192	3168	16	100352	(4, 4, 512)	(7, 7, 512)	(2, 2)	(2, 2)	(0, 0)
233472	12544	496	16	200704	(14, 14, 64)	(28, 28, 64)	(2, 2)	(2, 2)	(0, 0)
1250304	37632	2208	36	602112	(14, 14, 192)	(28, 28, 192)	(3, 3)	(2, 2)	(0, 0)
574464	9216	11376	36	200704	(3, 3, 1024)	(7, 7, 1024)	(3, 3)	(2, 2)	(0, 0)
3716608	16384	6256	16	200704	(4, 4, 1024)	(7, 7, 1024)	(2, 2)	(2, 2)	(0, 0)
62208	18816	2416	16	301056	(7, 7, 384)	(14, 14, 384)	(2, 2)	(2, 2)	(0, 0)
444960	18496	816	36	313600	(17, 17, 64)	(35, 35, 64)	(3, 3)	(2, 2)	(0, 0)
157696	5488	768	16	87808	(7, 7, 112)	(14, 14, 112)	(2, 2)	(2, 2)	(0, 0)
104448	25088	816	16	401408	(28, 28, 32)	(56, 56, 32)	(2, 2)	(2, 2)	(0, 0)
133120	3136	480	16	50176	(7, 7, 64)	(14, 14, 64)	(2, 2)	(2, 2)	(0, 0)
38016	12544	464	16	173056	(7, 7, 256)	(13, 13, 256)	(2, 2)	(2, 2)	(0, 0)
122112	25088	464	36	100352	(28, 28, 32)	(28, 28, 32)	(3, 3)	(1, 1)	(1, 1)
444960	78400	24752	36	922880	(35, 35, 64)	(35, 35, 64)	(3, 3)	(1, 1)	(1, 1)
215808	25088	880	16	401408	(14, 14, 128)	(28, 28, 128)	(2, 2)	(2, 2)	(0, 0)
293120	7840	1056	16	125440	(7, 7, 160)	(14, 14, 160)	(2, 2)	(2, 2)	(0, 0)
169088	9216	784	36	173056	(6, 6, 256)	(13, 13, 256)	(3, 3)	(2, 2)	(0, 0)
133120	3136	800	36	50176	(7, 7, 64)	(14, 14, 64)	(3, 3)	(2, 2)	(0, 0)
147264	6272	1504	36	25088	(7, 7, 128)	(7, 7, 128)	(3, 3)	(1, 1)	(1, 1)
542208	8192	1520	36	147968	(8, 8, 128)	(17, 17, 128)	(3, 3)	(2, 2)	(0, 0)
99840	12544	800	36	50176	(14, 14, 64)	(14, 14, 64)	(3, 3)	(1, 1)	(1, 1)
137216	50176	816	36	200704	(28, 28, 64)	(28, 28, 64)	(3, 3)	(1, 1)	(1, 1)
1352704	25088	3184	16	346112	(7, 7, 512)	(13, 13, 512)	(2, 2)	(2, 2)	(0, 0)
4777584	1279488	26880	36	1132928	(56, 56, 256)	(56, 56, 256)	(3, 3)	(1, 1)	(1, 1)
200512	1728	2208	36	37632	(3, 3, 192)	(7, 7, 192)	(3, 3)	(2, 2)	(0, 0)
1064960	100352	5728	36	1605632	(14, 14, 512)	(28, 28, 512)	(3, 3)	(2, 2)	(0, 0)
1931776	100352	5744	36	401408	(14, 14, 512)	(14, 14, 512)	(3, 3)	(1, 1)	(1, 1)
233472	50176	816	36	200704	(28, 28, 64)	(28, 28, 64)	(3, 3)	(1, 1)	(1, 1)
56576	12544	2800	16	200704	(28, 28, 16)	(56, 56, 16)	(2, 2)	(2, 2)	(0, 0)
89472	2304	800	36	43264	(6, 6, 64)	(13, 13, 64)	(3, 3)	(2, 2)	(0, 0)
238656	6272	1520	36	100352	(7, 7, 128)	(14, 14, 128)	(3, 3)	(2, 2)	(0, 0)
3440640	200704	10336	16	1114112	(28, 28, 256)	(56, 56, 256)	(2, 2)	(2, 2)	(0, 0)
395520	78400	24752	36	922880	(35, 35, 64)	(35, 35, 64)	(3, 3)	(1, 1)	(1, 1)
965808	44688	10144	36	178752	(7, 7, 912)	(7, 7, 912)	(3, 3)	(1, 1)	(1, 1)
1032192	50176	3472	16	802816	(28, 28, 64)	(56, 56, 64)	(2, 2)	(2, 2)	(0, 0)
215808	100352	1520	36	401408	(28, 28, 128)	(28, 28, 128)	(3, 3)	(1, 1)	(1, 1)
1148928	32768	12400	16	401408	(4, 4, 2048)	(7, 7, 2048)	(2, 2)	(2, 2)	(0, 0)
491520	20480	3616	36	81920	(8, 8, 320)	(8, 8, 320)	(3, 3)	(1, 1)	(1, 1)
2297856	32768	12400	16	401408	(4, 4, 2048)	(7, 7, 2048)	(2, 2)	(2, 2)	(0, 0)
663552	200704	2928	36	802816	(28, 28, 256)	(28, 28, 256)	(3, 3)	(1, 1)	(1, 1)
62208	75264	4336	36	301056	(14, 14, 384)	(14, 14, 384)	(3, 3)	(1, 1)	(1, 1)
4777584	677376	10496	16	1116544	(28, 28, 256)	(56, 56, 256)	(2, 2)	(2, 2)	(0, 0)
430080	100352	19808	36	296960	(56, 56, 32)	(112, 112, 32)	(3, 3)	(2, 2)	(0, 0)
586240	15680	2032	16	250880	(7, 7, 320)	(14, 14, 320)	(2, 2)	(2, 2)	(0, 0)
42000	1382976	5280	36	1840384	(147, 147, 64)	(147, 147, 64)	(3, 3)	(1, 1)	(1, 1)
5276160	32768	12400	16	401408	(4, 4, 2048)	(7, 7, 2048)	(2, 2)	(2, 2)	(0, 0)
1459600	3600	4496	36	78400	(3, 3, 400)	(7, 7, 400)	(3, 3)	(2, 2)	(0, 0)
